y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
0.0,0.599,0.577,0.327,0.611,0.865,0.881,0.229,0.729,0.497,0.886,0.052,0.629,0.853,0.52,0.92,0.367,0.797,0.221,0.232,0.914,0.728,0.849,0.913,0.424,0.445,0.828,0.183,0.505,0.276,0.066,0.286,0.521,0.879,0.091,0.152,0.426,0.455,0.303,0.458,0.65
1.0,0.014,0.894,0.065,0.476,0.015,0.177,0.543,0.361,0.348,0.024,0.103,0.629,0.501,0.379,0.129,0.965,0.266,0.076,0.767,0.674,0.276,0.582,0.636,0.173,0.032,0.381,0.233,0.783,0.825,0.385,0.931,0.008,0.829,0.713,0.889,0.623,0.729,0.748,0.377,0.631
1.0,0.234,0.859,0.655,0.847,0.111,0.207,0.661,0.972,0.75,0.187,0.198,0.255,0.398,0.995,0.487,0.283,0.626,0.583,0.695,0.491,0.198,0.491,0.375,0.852,0.041,0.923,0.396,0.731,0.601,0.309,0.608,0.453,0.211,0.409,0.256,0.931,0.964,0.691,0.919,0.094
1.0,0.959,0.147,0.651,0.952,0.261,0.589,0.897,0.555,0.354,0.243,0.962,0.69,0.448,0.623,0.261,0.182,0.196,0.261,0.912,0.294,0.833,0.631,0.264,0.33,0.889,0.31,0.445,0.006,0.717,0.213,0.348,0.028,0.483,0.456,0.838,0.343,0.534,0.919,0.917,0.746
1.0,0.432,0.393,0.963,0.101,0.832,0.679,0.645,0.584,0.747,0.543,0.282,0.153,0.449,0.288,0.421,0.807,0.382,0.007,0.923,0.754,0.589,0.056,0.125,0.149,0.722,0.131,0.214,0.824,0.503,0.652,0.486,0.648,0.897,0.867,0.44,0.832,0.67,0.238,0.148,0.137
0.0,0.802,0.83,0.108,0.128,0.924,0.951,0.032,0.609,0.061,0.061,0.16,0.087,0.404,0.517,0.728,0.296,0.21,0.192,0.716,0.799,0.545,0.575,0.271,0.922,0.099,0.725,0.926,0.878,0.061,0.125,0.981,0.501,0.259,0.499,0.077,0.605,0.623,0.962,0.219,0.964
0.0,0.246,0.655,0.502,0.355,0.578,0.735,0.426,0.795,0.408,0.7,0.623,0.731,0.485,0.871,0.04,0.008,0.874,0.983,0.013,0.456,0.481,0.985,0.795,0.243,0.512,0.753,0.597,0.9,0.588,0.243,0.881,0.201,0.567,0.2,0.94,0.24,0.82,0.663,0.543,0.87
1.0,0.403,0.818,0.797,0.18,0.408,0.326,0.42,0.057,0.547,0.007,0.078,0.332,0.883,0.033,0.203,0.865,0.643,0.237,0.152,0.463,0.599,0.27,0.936,0.896,0.611,0.612,0.554,0.768,0.749,0.96,0.573,0.879,0.898,0.663,0.164,0.886,0.817,0.899,0.223,0.01
0.0,0.593,0.669,0.957,0.389,0.362,0.208,0.39,0.031,0.814,0.926,0.555,0.476,0.762,0.476,0.596,0.988,0.787,0.379,0.559,0.875,0.179,0.26,0.908,0.934,0.044,0.173,0.237,0.686,0.6,0.402,0.981,0.395,0.884,0.132,0.833,0.257,0.941,0.961,0.705,0.018
1.0,0.503,0.561,0.906,0.046,0.274,0.992,0.417,0.889,0.653,0.94,0.029,0.415,0.295,0.091,0.655,0.352,0.554,0.648,0.437,0.266,0.735,0.327,0.279,0.135,0.622,0.869,0.823,0.619,0.165,0.083,0.25,0.297,0.423,0.612,0.223,0.824,0.994,0.469,0.557,0.221
1.0,0.206,0.075,0.241,0.477,0.037,0.753,0.562,0.038,0.357,0.78,0.762,0.639,0.012,0.126,0.063,0.962,0.064,0.124,0.106,0.218,0.878,0.216,0.328,0.118,0.875,0.644,0.591,0.603,0.494,0.17,0.032,0.823,0.061,0.686,0.305,0.484,0.312,0.015,0.058,0.941
0.0,0.479,0.537,0.894,0.03,0.98,0.219,0.766,0.763,0.688,0.965,0.867,0.917,0.394,0.136,0.657,0.608,0.463,0.083,0.67,0.885,0.687,0.247,0.616,0.446,0.566,0.557,0.638,0.676,0.731,0.334,0.161,0.881,0.887,0.441,0.139,0.33,0.277,0.122,0.961,0.444
1.0,0.602,0.463,0.92,0.033,0.439,0.401,0.227,0.306,0.156,0.312,0.531,0.573,0.766,0.406,0.047,0.957,0.529,0.487,0.341,0.387,0.106,0.579,0.442,0.047,0.713,0.023,0.589,0.616,0.272,0.011,0.746,0.298,0.423,0.774,0.681,0.762,0.922,0.869,0.13,0.661
0.0,0.589,0.333,0.775,0.036,0.104,0.475,0.093,0.576,0.72,0.556,0.516,0.14,0.195,0.139,0.261,0.685,0.306,0.031,0.603,0.362,0.605,0.385,0.837,0.454,0.545,0.25,0.26,0.88,0.745,0.016,0.615,0.943,0.237,0.516,0.758,0.969,0.529,0.448,0.78,0.283
1.0,0.475,0.255,0.49,0.245,0.133,0.789,0.264,0.716,0.499,0.755,0.452,0.493,0.007,0.985,0.53,0.368,0.501,0.39,0.7,0.612,0.971,0.271,0.539,0.619,0.013,0.038,0.443,0.699,0.926,0.947,0.711,0.969,0.715,0.869,0.384,0.76,0.026,0.589,0.394,0.591
0.0,0.988,0.313,0.078,0.146,0.073,0.325,0.819,0.621,0.394,0.999,0.987,0.786,0.193,0.42,0.404,0.241,0.292,0.679,0.345,0.188,0.376,0.459,0.813,0.047,0.364,0.109,0.902,0.247,0.129,0.989,0.432,0.137,0.431,0.796,0.125,0.345,0.405,0.538,0.696,0.727
0.0,0.662,0.739,0.833,0.874,0.011,0.371,0.658,0.892,0.677,0.264,0.263,0.985,0.487,0.617,0.119,0.182,0.97,0.368,0.467,0.591,0.186,0.307,0.068,0.629,0.767,0.596,0.885,0.54,0.837,0.507,0.286,0.6,0.498,0.932,0.012,0.696,0.062,0.02,0.454,0.027
0.0,0.578,0.668,0.083,0.285,0.861,0.423,0.027,0.929,0.094,0.657,0.551,0.55,0.753,0.064,0.658,0.117,0.294,0.955,0.664,0.359,0.457,0.268,0.046,0.934,0.574,0.69,0.861,0.411,0.688,0.342,0.067,0.739,0.228,0.608,0.267,0.058,0.201,0.222,0.067,0.319
1.0,0.038,0.904,0.349,0.086,0.825,0.127,0.819,0.195,0.563,0.953,0.427,0.381,0.081,0.869,0.978,0.409,0.322,0.947,0.297,0.328,0.513,0.272,0.834,0.197,0.926,0.007,0.318,0.143,0.332,0.681,0.563,0.976,0.296,0.19,0.691,0.781,0.223,0.536,0.516,0.371
1.0,0.133,0.141,0.384,0.939,0.483,0.568,0.599,0.31,0.109,0.808,0.796,0.104,0.646,0.867,0.53,0.082,0.709,0.658,0.688,0.849,0.719,0.344,0.234,0.288,0.113,0.915,0.175,0.767,0.151,0.844,0.211,0.981,0.883,0.285,0.732,0.651,0.13,0.909,0.262,0.683
1.0,0.654,0.657,0.018,0.251,0.399,0.065,0.436,0.978,0.417,0.539,0.572,0.176,0.137,0.439,0.674,0.73,0.24,0.792,0.08,0.539,0.528,0.962,0.409,0.091,0.883,0.274,0.204,0.121,0.883,0.203,0.099,0.394,0.372,0.858,0.868,0.339,0.589,0.151,0.856,0.309
1.0,0.889,0.992,0.345,0.625,0.122,0.449,0.041,0.579,0.627,0.602,0.657,0.595,0.26,0.2,0.932,0.644,0.054,0.222,0.529,0.992,0.6,0.157,0.038,0.628,0.344,0.677,0.37,0.576,0.839,0.359,0.344,0.315,0.212,0.652,0.507,0.687,0.5,0.846,0.582,0.379
1.0,0.24,0.234,0.252,0.063,0.011,0.257,0.704,0.112,0.227,0.423,0.555,0.692,0.99,0.417,0.747,0.317,0.41,0.036,0.037,0.21,0.902,0.058,0.693,0.396,0.119,0.295,0.602,0.182,0.953,0.072,0.884,0.466,0.661,0.128,0.415,0.574,0.787,0.653,0.689,0.799
1.0,0.556,0.194,0.639,0.392,0.318,0.547,0.252,0.769,0.829,0.115,0.964,0.552,0.526,0.649,0.176,0.236,0.973,0.603,0.561,0.961,0.071,0.86,0.476,0.373,0.141,0.932,0.026,0.179,0.186,0.418,0.553,0.907,0.854,0.416,0.793,0.759,0.66,0.314,0.686,0.96
0.0,0.761,0.997,0.695,0.848,0.018,0.875,0.189,0.863,0.283,0.527,0.903,0.279,0.553,0.985,0.552,0.309,0.053,0.596,0.993,0.29,0.647,0.571,0.982,0.41,0.223,0.423,0.531,0.737,0.501,0.849,0.283,0.654,0.312,0.119,0.808,0.929,0.368,0.534,0.602,0.487
1.0,0.943,0.789,0.027,0.478,0.637,0.233,0.998,0.039,0.77,0.791,0.096,0.277,0.284,0.613,0.274,0.661,0.63,0.612,0.813,0.558,0.984,0.094,0.361,0.251,0.173,0.024,0.232,0.507,0.166,0.371,0.579,0.426,0.037,0.29,0.386,0.312,0.741,0.072,0.083,0.295
0.0,0.452,0.507,0.853,0.121,0.744,0.765,0.676,0.909,0.336,0.281,0.284,0.857,0.48,0.699,0.463,0.232,0.688,0.124,0.711,0.875,0.823,0.559,0.539,0.832,0.172,0.142,0.904,0.678,0.617,0.178,0.376,0.967,0.637,0.384,0.942,0.329,0.593,0.613,0.758,0.075
1.0,0.823,0.841,0.631,0.905,0.736,0.323,0.685,0.862,0.817,0.935,0.421,0.721,0.661,0.214,0.058,0.137,0.501,0.392,0.629,0.38,0.185,0.224,0.281,0.749,0.781,0.777,0.234,0.282,0.724,0.285,0.694,0.366,0.545,0.452,0.644,0.36,0.431,0.887,0.489,0.941
1.0,0.752,0.332,0.443,0.545,0.746,0.124,0.367,0.498,0.221,0.793,0.286,0.747,0.503,0.378,0.607,0.66,0.955,0.725,0.71,0.06,0.119,0.443,0.068,0.276,0.503,0.525,0.254,0.888,0.602,0.626,0.858,0.319,0.433,0.962,0.008,0.777,0.354,0.51,0.631,0.748
0.0,0.125,0.871,0.519,0.42,0.139,0.164,0.11,0.39,0.322,0.819,0.271,0.272,0.129,0.935,0.166,0.031,0.257,0.988,0.706,0.923,0.066,0.577,0.921,0.672,0.447,0.449,0.972,0.566,0.124,0.805,0.506,0.181,0.052,0.817,0.845,0.651,0.603,0.031,0.759,0.633
1.0,0.094,0.361,0.659,0.323,0.303,0.655,0.405,0.11,0.99,0.832,0.083,0.521,0.768,0.799,0.347,0.379,0.391,0.174,0.388,0.821,0.919,0.555,0.059,0.348,0.452,0.231,0.017,0.917,0.442,0.519,0.703,0.636,0.053,0.235,0.276,0.5,0.67,0.475,0.785,0.511
0.0,0.556,0.003,0.976,0.463,0.609,0.936,0.895,0.337,0.335,0.557,0.472,0.938,0.67,0.778,0.425,0.658,0.478,0.799,0.439,0.969,0.638,0.242,0.682,0.389,0.945,0.222,0.166,0.612,0.54,0.985,0.983,0.147,0.723,0.814,0.881,0.078,0.451,0.467,0.908,0.545
0.0,0.024,0.828,0.509,0.576,0.293,0.623,0.645,0.32,0.802,0.538,0.784,0.573,0.416,0.569,0.298,0.111,0.855,0.855,0.565,0.4,0.222,0.863,0.987,0.883,0.159,0.767,0.894,0.687,0.143,0.534,0.791,0.24,0.104,0.372,0.501,0.189,0.93,0.953,0.305,0.998
1.0,0.594,0.186,0.077,0.782,0.737,0.224,0.288,0.759,0.785,0.655,0.887,0.655,0.827,0.839,0.787,0.119,0.698,0.556,0.871,0.282,0.814,0.399,0.304,0.435,0.407,0.118,0.84,0.639,0.375,0.216,0.058,0.041,0.931,0.762,0.879,0.426,0.027,0.196,0.811,0.887
0.0,0.728,0.419,0.032,0.463,0.966,0.425,0.998,0.192,0.789,0.245,0.319,0.067,0.318,0.487,0.44,0.724,0.299,0.615,0.554,0.415,0.713,0.643,0.08,0.254,0.313,0.024,0.716,0.57,0.611,0.62,0.043,0.768,0.548,0.865,0.692,0.062,0.589,0.375,0.513,0.043
0.0,0.531,0.193,0.165,0.233,0.029,0.895,0.417,0.104,0.2,0.24,0.44,0.943,0.311,0.594,0.192,0.015,0.205,0.053,0.76,0.012,0.269,0.912,0.296,0.27,0.979,0.085,0.684,0.032,0.795,0.323,0.254,0.428,0.188,0.117,0.824,0.768,0.934,0.932,0.919,0.77
1.0,0.293,0.76,0.129,0.146,0.434,0.759,0.212,0.803,0.904,0.953,0.863,0.279,0.195,0.174,0.088,0.325,0.787,0.804,0.986,0.836,0.428,0.397,0.674,0.795,0.364,0.057,0.338,0.205,0.878,0.511,0.239,0.845,0.644,0.087,0.921,0.431,0.843,0.043,0.973,0.713
1.0,0.752,0.909,0.384,0.129,0.119,0.302,0.07,0.243,0.296,0.085,0.806,0.401,0.894,0.637,0.191,0.202,0.295,0.022,0.346,0.962,0.321,0.557,0.015,0.026,0.482,0.945,0.02,0.946,0.54,0.722,0.369,0.655,0.406,0.053,0.914,0.576,0.095,0.806,0.449,0.791
0.0,0.11,0.324,0.761,0.041,0.97,0.901,0.724,0.067,0.943,0.393,0.877,0.545,0.086,0.608,0.541,0.445,0.913,0.727,0.337,0.011,0.729,0.215,0.89,0.634,0.977,0.871,0.281,0.518,0.036,0.101,0.469,0.062,1.0,0.881,0.955,0.866,0.155,0.452,0.981,0.171
1.0,0.601,0.275,0.625,0.646,0.826,0.707,0.776,0.643,0.163,0.133,0.242,0.018,0.56,0.553,0.101,0.924,0.081,0.35,0.648,0.838,0.598,0.611,0.151,0.539,0.713,0.738,0.629,0.723,0.433,0.316,0.339,0.975,0.227,0.332,0.887,0.463,0.453,0.534,0.47,0.532
1.0,0.417,0.312,0.624,0.549,0.969,0.991,0.35,0.342,0.208,0.47,0.549,0.464,0.225,0.818,0.604,0.6,0.906,0.158,0.526,0.355,0.455,0.887,0.087,0.395,0.49,0.863,0.604,0.467,0.314,0.763,0.289,0.454,0.415,0.323,0.253,0.969,0.138,0.356,0.671,0.193
1.0,0.084,0.03,0.838,0.793,0.448,0.283,0.531,0.244,0.333,0.795,0.19,0.267,0.293,0.101,0.076,0.276,0.476,0.481,0.243,0.616,0.088,0.79,0.175,0.942,0.47,0.94,0.344,0.082,0.412,0.506,0.494,0.615,0.518,0.288,0.684,0.52,0.256,0.977,0.166,0.153
1.0,0.811,0.14,0.078,0.748,0.399,0.899,0.619,0.329,0.695,0.605,0.199,0.218,0.782,0.469,0.064,0.97,0.79,0.584,0.974,0.529,0.137,0.213,0.547,0.611,0.1,0.789,0.299,0.035,0.35,0.986,0.59,0.05,0.043,0.022,0.097,0.22,0.764,0.38,0.958,0.7
0.0,0.502,0.358,0.791,0.219,0.486,0.821,0.902,0.672,0.834,0.889,0.596,0.667,0.83,0.105,0.215,0.612,0.501,0.12,0.461,0.332,0.293,0.612,0.29,0.544,0.984,0.771,0.853,0.654,0.902,0.628,0.064,0.122,0.667,0.165,0.39,0.812,0.968,0.67,0.677,0.151
0.0,0.757,0.005,0.979,0.743,0.648,0.501,0.699,0.246,0.77,0.642,0.595,0.849,0.815,0.245,0.062,0.515,0.651,0.946,0.107,0.565,0.882,0.636,0.795,0.006,0.55,0.698,0.949,0.608,0.777,0.125,0.27,0.024,0.978,0.708,0.417,0.454,0.545,0.689,0.993,0.664
0.0,0.723,0.082,0.634,0.478,0.854,0.279,0.136,0.113,0.637,0.626,0.923,0.395,0.275,0.512,0.645,0.402,0.941,0.843,0.202,0.319,0.564,0.4,0.646,0.23,0.289,0.638,0.389,0.019,0.611,0.338,0.541,0.947,0.694,0.349,0.963,0.049,0.138,0.271,0.774,0.113
0.0,0.874,0.993,0.371,0.732,0.21,0.377,0.368,0.384,0.017,0.982,0.393,0.321,0.401,0.301,0.809,0.037,0.334,0.665,0.692,0.085,0.106,0.753,0.874,0.539,0.557,0.691,0.076,0.227,0.314,0.732,0.585,0.896,0.858,0.538,0.078,0.746,0.218,0.305,0.276,0.702
0.0,0.804,0.582,0.688,0.723,0.583,0.119,0.921,0.864,0.805,0.057,0.483,0.858,0.567,0.319,0.047,0.138,0.852,0.701,0.113,0.096,0.401,0.399,0.489,0.074,0.612,0.928,0.875,0.033,0.023,0.262,0.818,0.573,0.594,0.081,0.984,0.075,0.611,0.156,0.836,0.253
1.0,0.706,0.964,0.172,0.054,0.272,0.259,0.532,0.841,0.993,0.715,0.199,0.466,0.617,0.92,0.784,0.705,0.02,0.368,0.28,0.763,0.398,0.222,0.59,0.347,0.943,0.949,0.556,0.102,0.186,0.5,0.173,0.167,0.166,0.626,0.957,0.813,0.837,0.026,0.242,0.521
1.0,0.184,0.439,0.45,0.394,0.628,0.403,0.565,0.776,0.316,0.887,0.814,0.574,0.901,0.403,0.915,0.275,0.821,0.554,0.847,0.284,0.598,0.054,0.536,0.139,0.443,0.726,0.818,0.774,0.759,0.292,0.15,0.342,0.087,0.011,0.043,0.593,0.775,0.974,0.369,0.907
0.0,0.195,0.554,0.272,0.341,0.888,0.785,0.468,0.893,0.423,0.077,0.228,0.658,0.255,0.99,0.419,0.472,0.07,0.998,0.004,0.526,0.793,0.218,0.353,0.018,0.596,0.166,0.06,0.783,0.118,0.877,0.451,0.836,0.64,0.769,0.344,0.925,0.324,0.931,0.279,0.264
0.0,0.331,0.073,0.879,0.779,0.895,0.232,0.495,0.645,0.909,0.813,0.998,0.036,0.586,0.652,0.269,0.376,0.717,0.56,0.863,0.524,0.373,0.01,0.905,0.957,0.286,0.771,0.051,0.574,0.819,0.383,0.113,0.427,0.474,0.428,0.385,0.467,0.019,0.319,0.547,0.918
0.0,0.085,0.02,0.606,0.046,0.035,0.99,0.321,0.641,0.403,0.273,0.376,0.805,0.851,0.541,0.65,0.93,0.58,0.259,0.964,0.336,0.755,0.458,0.541,0.448,0.127,0.47,0.887,0.14,0.851,0.002,0.234,0.184,0.314,0.766,0.685,0.336,0.969,0.085,0.316,0.432
1.0,0.791,0.78,0.566,0.229,0.264,0.166,0.341,0.322,0.334,0.056,0.973,0.438,0.241,0.6,0.513,0.288,0.826,0.411,0.116,0.939,0.283,0.21,0.255,0.026,0.981,0.896,0.935,0.326,0.425,0.919,0.027,0.921,0.475,0.404,0.753,0.21,0.257,0.198,0.887,0.69
1.0,0.315,0.282,0.34,0.122,0.054,0.122,0.873,0.381,0.91,0.51,0.259,0.239,0.606,0.891,0.463,0.783,0.626,0.287,0.509,0.268,0.698,0.89,0.698,0.039,0.318,0.956,0.402,0.227,0.887,0.863,0.442,0.356,0.316,0.41,0.784,0.498,0.098,0.248,0.408,0.836
0.0,0.556,0.774,0.548,0.89,0.592,0.544,0.472,0.281,0.445,0.011,0.632,0.824,0.024,0.662,0.148,0.843,0.178,0.371,0.528,0.02,0.791,0.724,0.441,0.163,0.891,0.304,0.669,0.06,0.459,0.902,0.555,0.071,0.502,0.413,0.213,0.25,0.047,0.758,0.785,0.705
0.0,0.598,0.671,0.961,0.133,0.521,0.723,0.544,0.941,0.91,0.762,0.96,0.047,0.237,0.448,0.742,0.966,0.295,0.303,0.075,0.591,0.297,0.947,0.522,0.139,0.249,0.351,0.153,0.552,0.631,0.91,0.172,0.793,0.565,0.041,0.966,0.817,0.091,0.517,0.985,0.709
1.0,0.955,0.551,0.875,0.973,0.726,0.689,0.209,0.63,0.949,0.908,0.498,0.362,0.036,0.273,0.126,0.272,0.327,0.476,0.969,0.85,0.466,0.977,0.388,0.075,0.283,0.144,0.02,0.645,0.935,0.817,0.662,0.967,0.878,0.417,0.705,0.944,0.774,0.508,0.831,0.334
1.0,0.45,0.54,0.506,0.637,0.495,0.554,0.204,0.058,0.86,0.731,0.256,0.093,0.764,0.473,0.35,0.944,0.441,0.937,0.326,0.73,0.769,0.381,0.161,0.375,0.74,0.908,0.863,0.704,0.196,0.342,0.583,0.829,0.258,0.722,0.271,0.585,0.141,0.315,0.211,0.099
1.0,0.215,0.211,0.812,0.784,0.75,0.322,0.357,0.208,0.318,0.362,0.857,0.594,0.725,0.583,0.043,0.167,0.36,0.704,0.964,0.531,0.119,0.74,0.055,0.376,0.203,0.139,0.356,0.268,0.586,0.919,0.642,0.151,0.468,0.713,0.356,0.228,0.604,0.785,0.214,0.19
1.0,0.907,0.176,0.85,0.91,0.737,0.62,0.83,0.448,0.19,0.887,0.704,0.146,0.977,0.501,0.878,0.087,0.899,0.016,0.92,0.476,0.179,0.434,0.056,0.607,0.131,0.054,0.987,0.154,0.563,0.007,0.146,0.881,0.731,0.901,0.25,0.452,0.61,0.534,0.813,0.372
0.0,0.68,0.229,0.936,0.401,0.039,0.419,0.096,0.274,0.364,0.1,0.956,0.903,0.868,0.213,0.417,0.816,0.12,0.249,0.068,0.8,0.734,0.037,0.616,0.9,0.581,0.803,0.669,0.279,0.39,0.127,0.596,0.635,0.915,0.227,0.822,0.697,0.737,0.316,0.833,0.276
0.0,0.4,0.365,0.437,0.167,0.082,0.156,0.724,0.519,0.586,0.738,0.784,0.232,0.781,0.157,0.033,0.937,0.115,0.038,0.623,0.21,0.418,0.26,0.977,0.047,0.607,0.339,0.318,0.079,0.037,0.72,0.362,0.165,0.632,0.913,0.285,0.31,0.738,0.224,0.219,0.1
1.0,0.019,0.932,0.134,0.182,0.124,0.909,0.839,0.465,0.741,0.879,0.411,0.012,0.276,0.901,0.18,0.954,0.271,0.285,0.449,0.884,0.626,0.591,0.396,0.203,0.36,0.223,0.611,0.055,0.549,0.898,0.242,0.733,0.648,0.892,0.355,0.84,0.766,0.654,0.928,0.828
1.0,0.447,0.283,0.481,0.391,0.593,0.176,0.22,0.514,0.2,0.227,0.796,0.628,0.02,0.136,0.044,0.871,0.061,0.667,0.274,0.134,0.422,0.333,0.201,0.075,0.069,0.455,0.175,0.663,0.689,0.818,0.515,0.652,0.032,0.801,0.549,0.187,0.614,0.89,0.417,0.464
0.0,0.444,0.008,0.761,0.533,0.969,0.139,0.626,0.342,0.987,0.307,0.024,0.952,0.653,0.08,0.953,0.597,0.996,0.436,0.443,0.186,0.637,0.493,0.843,0.523,0.847,0.272,0.101,0.383,0.339,0.591,0.918,0.43,0.639,0.912,0.729,0.79,0.289,0.068,0.63,0.037
1.0,0.82,0.991,0.009,0.324,0.706,0.32,0.265,0.065,0.296,0.174,0.097,0.424,0.481,0.717,0.63,0.362,0.463,0.041,0.817,0.302,0.463,0.066,0.184,0.203,0.424,0.608,0.671,0.739,0.607,0.805,0.564,0.388,0.894,0.575,0.708,0.624,0.294,0.729,0.001,0.707
0.0,0.145,0.396,0.773,0.244,0.291,0.916,0.777,0.251,0.263,0.601,0.239,0.923,0.925,0.507,0.832,0.317,0.562,0.495,0.543,0.075,0.445,0.831,0.109,0.703,0.78,0.989,0.844,0.231,0.793,0.838,0.383,0.043,0.478,0.99,0.867,0.225,0.072,0.507,0.09,0.859
1.0,0.662,0.974,0.163,0.588,0.542,0.257,0.498,0.135,0.635,0.38,0.299,0.234,0.169,0.615,0.225,0.807,0.982,0.913,0.717,0.881,0.425,0.435,0.229,0.544,0.003,0.731,0.013,0.488,0.992,0.59,0.311,0.318,0.699,0.756,0.775,0.628,0.305,0.985,0.277,0.826
0.0,0.241,0.529,0.48,0.206,0.492,0.075,0.205,0.666,0.154,0.645,0.772,0.124,0.358,0.246,0.307,0.976,0.02,0.966,0.077,0.804,0.89,0.083,0.837,0.983,0.459,0.969,0.835,0.508,0.803,0.633,0.76,0.846,0.661,0.054,0.159,0.486,0.917,0.927,0.545,0.005
0.0,0.979,0.594,0.738,0.891,0.289,0.41,0.859,0.974,0.123,0.416,0.204,0.791,0.298,0.088,0.229,0.668,0.925,0.553,0.462,0.98,0.671,0.194,0.833,0.182,0.711,0.544,0.137,0.37,0.984,0.714,0.297,0.135,0.451,0.629,0.717,0.191,0.246,0.579,0.506,0.35
0.0,0.607,0.188,0.562,0.271,0.811,0.409,0.853,0.272,0.546,0.11,0.969,0.682,0.371,0.992,0.27,0.661,0.07,0.619,0.887,0.568,0.665,0.779,0.863,0.99,0.021,0.307,0.754,0.617,0.933,0.276,0.962,0.668,0.063,0.726,0.975,0.471,0.319,0.527,0.183,0.085
0.0,0.15,0.548,0.561,0.124,0.882,0.102,0.471,0.116,0.3,0.568,0.523,0.111,0.264,0.95,0.407,0.108,0.539,0.311,0.963,0.3,0.903,0.386,0.549,0.247,0.774,0.524,0.898,0.591,0.29,0.593,0.355,0.688,0.72,0.115,0.326,0.241,0.77,0.946,0.308,0.684
0.0,0.581,0.43,0.664,0.795,0.574,0.355,0.855,0.983,0.699,0.311,0.374,0.368,0.832,0.011,0.219,0.308,0.035,0.509,0.258,0.444,0.219,0.124,0.545,0.404,0.818,0.048,0.488,0.319,0.771,0.64,0.843,0.585,0.215,0.882,0.901,0.954,0.1,0.902,0.161,0.118
0.0,0.689,0.703,0.423,0.432,0.741,0.584,0.191,0.484,0.862,0.941,0.522,0.943,0.887,0.487,0.886,0.596,0.451,0.457,0.331,0.682,0.899,0.879,0.285,0.305,0.198,0.226,0.331,0.423,0.696,0.94,0.167,0.034,0.868,0.531,0.784,0.177,0.392,0.475,0.863,0.485
1.0,0.55,0.927,0.665,0.527,0.732,0.372,0.627,0.585,0.903,0.519,0.379,0.245,0.761,0.612,0.749,0.425,0.944,0.879,0.549,0.384,0.183,0.711,0.713,0.91,0.746,0.146,0.588,0.023,0.821,0.869,0.099,0.892,0.016,0.268,0.814,0.797,0.212,0.653,0.712,0.791
1.0,0.249,0.719,0.098,0.915,0.755,0.587,0.897,0.257,0.676,0.931,0.373,0.444,0.012,0.822,0.229,0.16,0.256,0.646,0.287,0.861,0.641,0.361,0.3,1.0,0.96,0.356,0.209,0.856,0.059,0.753,0.553,0.727,0.137,0.964,0.458,0.139,0.197,0.016,0.261,0.998
1.0,0.37,0.845,0.377,0.315,0.175,0.962,0.053,0.89,0.753,0.25,0.191,0.139,0.555,0.137,0.258,0.973,0.868,0.173,0.267,0.299,0.245,0.093,0.383,0.932,0.94,0.927,0.815,0.665,0.789,0.507,0.553,0.302,0.688,0.918,0.546,0.576,0.106,0.59,0.162,0.743
1.0,0.967,0.437,0.917,0.094,0.278,0.721,0.877,0.117,0.49,0.271,0.801,0.697,0.849,0.139,0.062,0.001,0.613,0.759,0.473,0.153,0.848,0.905,0.499,0.976,0.997,0.059,0.395,0.631,0.057,0.947,0.419,0.366,0.042,0.055,0.447,0.528,0.738,0.421,0.267,0.654
0.0,0.347,0.468,0.413,0.879,0.993,0.204,0.32,0.906,0.683,0.464,0.342,0.176,0.898,0.375,0.327,0.333,0.913,0.653,0.62,0.041,0.615,0.935,0.082,0.397,0.316,0.936,0.086,0.635,0.054,0.969,0.544,0.639,0.772,0.544,0.761,0.567,0.558,0.736,0.791,0.922
1.0,0.085,0.109,0.997,0.309,0.191,0.683,0.306,0.796,0.972,0.469,0.177,0.648,0.844,0.551,0.202,0.793,0.649,0.175,0.253,0.501,0.328,0.284,0.393,0.863,0.283,0.517,0.137,0.593,0.787,0.334,0.207,0.93,0.298,0.332,0.359,0.125,0.142,0.395,0.898,0.622
0.0,0.435,0.852,0.472,0.5,0.949,0.8,0.319,0.725,0.227,0.095,0.689,0.049,0.612,0.947,0.869,0.636,0.97,0.736,0.294,0.41,0.07,0.898,0.139,0.396,0.974,0.839,0.239,0.57,0.269,0.307,0.831,0.093,0.987,0.197,0.001,0.746,0.973,0.843,0.316,0.737
1.0,0.557,0.036,0.034,0.032,0.126,0.904,0.551,0.614,0.876,0.293,0.686,0.135,0.3,0.351,0.864,0.677,0.023,0.212,0.304,0.963,0.376,0.76,0.073,0.035,0.669,0.401,0.823,0.986,0.313,0.483,0.824,0.166,0.949,0.512,0.939,0.546,0.987,0.287,0.599,0.195
0.0,0.982,0.675,0.861,0.31,0.851,0.327,0.15,0.215,0.789,0.447,0.789,0.054,0.568,0.119,0.731,0.342,0.817,0.518,0.11,0.45,0.764,0.237,0.249,0.248,0.537,0.19,0.141,0.647,0.712,0.286,0.823,0.735,0.133,0.109,0.407,0.743,0.291,0.387,0.804,0.421
